item_id,name,description,category,price,address
0x8722705cdeccce01:0x89c2a7781393c2e0,Twisters Burgers and Burritos,Regional fast-food chain serving up an all-day menu of chile-infused burritos & burgers.,"['Mexican restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Latin American restaurant']",$,"Twisters Burgers and Burritos, 2435 Southern Blvd SE, Rio Rancho, NM 87124"
0x872275957aded17f:0xb68976b66821a895,Chili's Grill & Bar,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,"['Tex-Mex restaurant', 'American restaurant', 'Bar', 'Bar & grill', 'Hamburger restaurant', 'Mexican restaurant', 'Restaurant']",$$,"Chili's Grill & Bar, 8100 Wyoming Blvd NE, Albuquerque, NM 87113"
0x872275202e542489:0xecd3865f92b1b8f1,Twisters Burgers and Burritos,Regional fast-food chain serving up an all-day menu of chile-infused burritos & burgers.,"['Burrito restaurant', 'Breakfast restaurant', 'Fast food restaurant', 'Hamburger restaurant', 'Latin American restaurant']",$,"Twisters Burgers and Burritos, 5501 Montgomery Blvd NE, Albuquerque, NM 87109"
0x8722744eed9650bd:0xbaf7509ffa29c7b4,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 6707 Jefferson St NE, Albuquerque, NM 87109"
0x8722717d2d4eb66d:0x246f16d0e5892e05,Target,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","['Department store', 'Baby store', 'Clothing store', 'Electronics store', 'Furniture store', 'Grocery store', 'Toy store']",$$,"Target, 9371 Coors Blvd NW, Albuquerque, NM 87114"
0x87220b13518c1e8b:0x75e504445367e9ad,Nob Hill Business Center,Landmark shopping center dating from the 1940s featuring a variety of restaurants & boutiques.,['Shopping mall'],,"Nob Hill Business Center, 113 Carlisle Blvd SE, Albuquerque, NM 87106"
0x872273857b6fb99f:0x1b5e15b4abc81bda,Weck's,Local chain serving hearty American breakfast & lunch fare in a casual setting with a retro vibe.,"['Breakfast restaurant', 'American restaurant', 'Mexican restaurant', 'Restaurant']",$$,"Weck's, 6621 4th St NW, Los Ranchos De Albuquerque, NM 87107"
0x8722718699618e17:0x79937852bfd8314d,Peter Piper Pizza,"Lively, kid-oriented chain featuring pizza & wings along with token-play arcade games.","['Pizza restaurant', 'Restaurant', 'Video arcade']",$$,"Peter Piper Pizza, 9260 Golf Course Rd NW, Albuquerque, NM 87114"
0x872275b86e2dbd65:0x407059d18b06fc5b,Which Wich Sedona Pointe,"Modern, casual chain known for design-your-own sandwiches & varied bread options.","['Sandwich shop', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",$,"Which Wich Sedona Pointe, 8110 Louisiana Blvd NE, Albuquerque, NM 87113"
0x8722716b2f3c6b23:0x13639d9cd70a31e6,Carl's Jr. #7530,"Fast-food chain known for its variety of piled-high burgers & meal combos, plus shakes.","['Fast food restaurant', 'Hamburger restaurant']",$,"Carl's Jr. #7530, 3811 Ellison Dr NW, Albuquerque, NM 87114"
0x8722714091be8edb:0x88dc7a12e17af0e1,Savers,"Thrift store chain offering secondhand clothing, footwear, furniture, books & household items.","['Thrift store', 'Costume store', 'Donations center', 'Used book store', 'Vintage clothing store']",$,"Savers, 3400 Calle Cuervo NW #2, Albuquerque, NM 87114"
0x8722716b73992361:0x29576072946991fc,Starbucks,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.","['Coffee shop', 'Breakfast restaurant', 'Cafe', 'Coffee store', 'Espresso bar', 'Internet cafe']",$$,"Starbucks, 9965 Coors Bypass NW, Albuquerque, NM 87114"
0x87227251c7721571:0x904f159d11f0ea6,Pueblo Montaño Picnic Area and Trailhead,Accessible & equestrian parking area & ADA picnic area  with educational signage near the trailhead.,['Hiking area'],,"Pueblo Montaño Picnic Area and Trailhead, 4100-4112 Montaño Rd NW, Albuquerque, NM 87120"
0x87220ad2f26cb1bf:0xeb89e203ed1daef0,Sears,"Department store chain for brand-name & signature appliances, tools, home goods, apparel & more.","['Department store', 'Appliance store', 'Clothing store', 'Electronics store', 'Fashion accessories store', 'Jewelry store', 'Mattress store', 'Shoe store', 'Tool store']",$$,"Sears, 6600 Menaul Blvd NE Suite 700, Albuquerque, NM 87110"
0x8722716af9b08b7b:0x9c20eba74bba4c19,Urban Hotdog Company,"Small restaurant delivering hearty, innovative versions of the hot dog in a cool, relaxed setting.","['Hot dog restaurant', 'American restaurant']",$$,"Urban Hotdog Company, 10250 Cottonwood Park NW #400, Albuquerque, NM 87114"
0x87220acfb8e7eb21:0x2757976320c7973d,Bravo! Italian Kitchen,"Upscale-casual Italian chain serving pasta, grilled dishes, pizza & cocktails amid Roman-ruin decor.",['Italian restaurant'],$$,"Bravo! Italian Kitchen, 2220 Louisiana Blvd NE, Albuquerque, NM 87110"
0x87227114b1389a69:0x70af8cde6855bed,HomeGoods,"Home-decor chain stocking a variety of furnishings, bedding, kitchenware, holiday goods & more.","['Department store', 'Bathroom supply store', 'Bedding store', 'Furniture store', 'Home goods store', 'Kitchen supply store', 'Linens store', 'Outdoor furniture store']",$,"HomeGoods, 10420 Coors Bypass NW, Albuquerque, NM 87114"
0x872212b7c8d1e1dd:0xd322b79fd3e0eaa3,Denny's,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.","['Diner', 'American restaurant', 'Breakfast restaurant']",$,"Denny's, 9911 Avalon Rd NW, Albuquerque, NM 87121"
0x8718a069713ee09d:0x862fff2c60865f0d,Perea's New Mexican Restaurant,"Comfy standby dishing up an array of unfussy Mexican fare, including breakfast dishes.","['Mexican restaurant', 'Restaurant']",$,"Perea's New Mexican Restaurant, 1140 Juan Tabo Blvd NE, Albuquerque, NM 87112"
0x8722725abd728c69:0x466af4bb77a6c838,Sprouts Farmers Market,Specialty chain offering a range of natural & organic grocery items (most carry beer & wine).,"['Grocery store', ""Farmers' market"", 'Fresh food market', 'Fruit and vegetable store', 'Health food store', 'Natural goods store', 'Organic food store', 'Produce market', 'Supermarket', 'Vitamin & supplements store']",,"Sprouts Farmers Market, 5600 Coors Blvd NW, Albuquerque, NM 87120"
0x872276020cb23777:0x2d5c044ddafd9232,Sandia Resort & Casino,"Contemporary casino resort with brightly decorated rooms & suites, plus a spa & a golf course.","['Resort hotel', 'Amphitheater', 'Casino', 'Fine dining restaurant']",,"Sandia Resort & Casino, 30 Rainbow Rd, Albuquerque, NM 87113"
0x87220cc2cc1c1055:0x52cc653371258502,ABQ BioPark,"Over 250 species of animal life in a natural environment, including polar bears, monkeys & koalas.","['Zoo', 'Park', 'Tourist attraction']",,"ABQ BioPark, 903 10th St SW, Albuquerque, NM 87102"
0x87220b378a81c4c3:0x91814659159f4c49,Taj Mahal Cuisine of India,Familiar Indian eats including tandoori chicken & biryani  served amid traditional decor.,['Indian restaurant'],$$,"Taj Mahal Cuisine of India, 1430 Carlisle Blvd NE, Albuquerque, NM 87110"
0x87227294f7d1cd43:0x8a4b80f895c5571,Cracker Barrel Old Country Store,"Homey chain restaurant serving American comfort food, with an on-site general store.","['American restaurant', 'Gift shop', 'Hobby store', 'Restaurant', 'Southern restaurant (US)']",$$,"Cracker Barrel Old Country Store, 5700 Redlands Rd NW, Albuquerque, NM 87120"
0x872274e358ca0a6f:0xc5290507c9291aed,Golden Corral Buffet & Grill,"Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.","['Takeout Restaurant', 'American restaurant', 'Banquet hall', 'Breakfast restaurant', 'Buffet restaurant', 'Down home cooking restaurant', 'Family restaurant', 'Steak house']",$$,"Golden Corral Buffet & Grill, 5207 San Mateo Blvd NE, Albuquerque, NM 87109, United States"
0x87227295815768fd:0x4c47fb7b8fefcf06,Golden Corral Buffet & Grill,"Family-friendly buffet chain featuring all-you-can-eat American fare, plus salad & dessert bars.","['Takeout Restaurant', 'American restaurant', 'Banquet hall', 'Breakfast restaurant', 'Buffet restaurant', 'Down home cooking restaurant', 'Family restaurant', 'Steak house']",$$,"Golden Corral Buffet & Grill, 2701 Coors Blvd NW, Albuquerque, NM 87120"
0x87220b838a9febfb:0x2ca3c9960cecd3fa,Waffle House,"Simple chain spot offering American diner fare & all-day breakfast, including signature waffles.","['Breakfast restaurant', 'American restaurant', 'Diner', 'Family restaurant', 'Takeout Restaurant', 'Restaurant']",$,"Waffle House, 2250 Yale Blvd SE, Albuquerque, NM 87106"
0x872212b949764523:0x2b2cc2272016d389,Church's Chicken,"Fast-food chain offering fried chicken, sandwiches, wings & Southern-influenced sides.","['Chicken restaurant', 'Family restaurant', 'Fast food restaurant']",$,"Church's Chicken, 140 98th St SW, Albuquerque, NM 87121"
0x87220b1af441df4d:0x7205077e1a8458f4,Taco Tote! Albuquerque,"Counter-serve Mexican chain featuring a variety of tacos, handmade tortillas & a salsa bar.",['Mexican restaurant'],$$,"Taco Tote! Albuquerque, 4701 Central Ave NE, Albuquerque, NM 87108"
0x87189fe3a7f3075d:0x11da7d04cdb1a104,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']",$,"Sonic Drive-In, 9900 Montgomery Blvd NE, Albuquerque, NM 87111"
0x8718a0175f577135:0x162a5a876020a2ed,Church's Chicken,"Fast-food chain offering fried chicken, sandwiches, wings & Southern-influenced sides.","['Chicken restaurant', 'Family restaurant', 'Fast food restaurant']",$,"Church's Chicken, 2307 Juan Tabo Blvd NE, Albuquerque, NM 87112"
0x87189fee736dd871:0x40b5111ab68174b3,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']",$$,"Applebee's Grill + Bar, 10895 Montgomery Blvd NE, Albuquerque, NM 87111"
0x8722756de37476fb:0xf55bbfcad08ddb21,Boston Market,Counter-serve chain dishing up American comfort fare such as rotisserie chicken in a simple setting.,"['American restaurant', 'Caterer', 'Chicken restaurant', 'Restaurant']",$,"Boston Market, 5640 Wyoming Blvd. NE Tract B-6, Albuquerque, NM 87109"
0x87220b8414d1d34d:0x81356ffcb02b2046,Village Inn,Family-friendly chain serving homestyle American classics such as chicken-fried steak & pot pie.,"['Breakfast restaurant', 'Bakery', 'Brunch restaurant', 'Diner', 'Family restaurant', 'Pie shop', 'Restaurant']",$,"Village Inn, 2340 Yale Blvd SE, Albuquerque, NM 87106"
0x87220a8ec5962f03:0xf59184fa1857fbc2,El Viva Mexico Restaurant,"Casual restaurant serving traditional Mexican cuisine, plus beer & cocktails, in a simple setting.",['Mexican restaurant'],$$,"El Viva Mexico Restaurant, 237 Wyoming Blvd NE, Albuquerque, NM 87123"
0x872274cd33dc1a0b:0x39bf1c259365fdae,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 2529 Washington St NE, Albuquerque, NM 87110"
0x8722753cc256db35:0x63e4ccb5f5c3d416,Weck's,Local chain serving hearty American breakfast & lunch fare in a casual setting with a retro vibe.,"['Breakfast restaurant', 'Brunch restaurant', 'Restaurant']",$$,"Weck's, 7301 Paseo Del Norte NE, Albuquerque, NM 87113"
0x87220ab3dfb83a5d:0x4c1b209a5a42bd3e,Souper Salad,"Buffet-style chain highlighting soups, salads & loaded baked potatoes in a utilitarian setting.","['Vegan restaurant', 'Buffet restaurant', 'Health food restaurant', 'Salad shop', 'Soup restaurant']",$,"Souper Salad, 2225 Wyoming Blvd NE, Albuquerque, NM 87112"
0x87220dca437aa885:0xdf14824a3e926535,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 3201 Isleta Blvd SW, Albuquerque, NM 87105"
0x87220cbf4abb5963:0x935b3b0e4eb9b0f5,Asian Noodle Bar,"Noodle bowls, soups & stir-fries share the menu with pho, sushi & other Asian fare in modern digs.",['Noodle shop'],$$,"Asian Noodle Bar, 318 Central Ave SW, Albuquerque, NM 87102"
0x87220cc6dd5dffb5:0x4447a803203df4df,Capo's Italian Restaurants,Old-school Italian eatery offering red-sauce classics like ravioli & veal Parmesan in informal digs.,['Italian restaurant'],$$,"Capo's Italian Restaurants, 722 Central Ave SW, Albuquerque, NM 87102"
0x87220d4fd0d73e31:0x1476a89c29001f42,Twisters Burgers and Burritos,Regional fast-food chain serving up an all-day menu of chile-infused burritos & burgers.,"['Hamburger restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Diner', 'Fast food restaurant', 'Mexican restaurant', 'Restaurant']",$,"Twisters Burgers and Burritos, 301 Coors Blvd NW, Albuquerque, NM 87121"
0x872270e62a8edcd1:0x6fb54e984905a763,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 1400 Deborah Rd SE, Rio Rancho, NM 87124"
0x8722759500da9b25:0x492371473799ece2,Azuma Sushi and Teppan,"Stylish, dimly lit Japanese restaurant & bar offering sushi, teppanyaki & cocktails.","['Sushi restaurant', 'Japanese restaurant', 'Teppanyaki restaurant']",$$,"Azuma Sushi and Teppan, 8104 Wyoming Blvd NE B, Albuquerque, NM 87113"
0x872271405af53f4d:0xc10a48c9ee35701c,Five Guys,"Fast-food chain with made-to-order burgers, fries & hot dogs, plus free peanuts while you wait.","['Hamburger restaurant', 'American restaurant', 'Fast food restaurant', 'Hot dog restaurant', 'Hot dog stand', 'Restaurant']",$$,"Five Guys, 3400 Nm 528 Nw, Suite A102, Albuquerque, NM 87114"
0x872271412640b1c7:0x514f4922b1cb124,Freddy's Frozen Custard & Steakburgers,"Retro-style chain for steakburgers, hot dogs & other fast-food staples, plus frozen custard.","['New American restaurant', 'Diner', 'Family restaurant', 'Fast food restaurant', 'Frozen dessert supplier', 'Hamburger restaurant', 'Ice cream shop', 'Soup restaurant']",$,"Freddy's Frozen Custard & Steakburgers, 10701 Corrales Rd A-1, Albuquerque, NM 87114"
0x872274e72d591c05:0xafbccef2e5c65a1e,Ross Dress for Less,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]",$,"Ross Dress for Less, 5001 Montgomery Blvd NE, Albuquerque, NM 87109"
0x87220a7e3df5846f:0xbc35188acf433e60,Blake's Lotaburger,Iconic New Mexico-based chain famed for green chile cheeseburgers & other fast-food classics.,"['Hamburger restaurant', 'American restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Lunch restaurant']",$,"Blake's Lotaburger, 9800 Central Ave SE, Albuquerque, NM 87123"
0x87220ab074083125:0x5ad27f14c5ce03d5,Dollar Tree,"Chain offering an eclectic mix of household items, beauty products, food & more at discount prices.","['Dollar store', 'Craft store', 'Discount store', 'Grocery store', 'Home goods store', 'Kitchen supply store', 'Party store', 'School supply store', 'Toy store', 'Variety store']",$,"Dollar Tree, 2030 Wyoming Blvd NE, Albuquerque, NM 87112"
0x87227544bea33f9d:0xdba1117ebfb4673d,Target,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.","['Department store', 'Baby store', 'Clothing store', 'Electronics store', 'Furniture store', 'Grocery store', 'Toy store']",$$,"Target, 8510 Montgomery Blvd NE, Albuquerque, NM 87111"
0x8722724bf4f3096f:0x765a200c807b9e68,Sakura Sushi and Grill,"Casual Japanese spot with a diverse menu including signature rolls & bibimbap, plus beer & wine.","['Sushi restaurant', 'Asian restaurant', 'Japanese restaurant', 'Korean restaurant', 'Restaurant', 'Seafood restaurant']",$$,"Sakura Sushi and Grill, 6241 Riverside Plaza Ln suite c-1, Albuquerque, NM 87120"
0x87220ab0ec3bfc41:0x47c228a64a852d7b,Krispy Kreme,"Longtime chain serving a variety of donut flavors & shapes, plus coffee & frozen drinks.","['Donut shop', 'Coffee shop', 'Dessert shop', 'Fast food restaurant']",$,"Krispy Kreme, 2270 Wyoming Blvd NE Suite G, Albuquerque, NM 87112"
0x87185046e335ce91:0x5b171d7e169f0cb,Santa Fe Plaza,"Historic city plaza with benches, a bandstand & ethnic markets, plus festivals & community events.","['Historical landmark', 'Tourist attraction']",,"Santa Fe Plaza, 63 Lincoln Ave, Santa Fe, NM 87501"
0x872272c012eb64b1:0x57a622f2eced1f31,Perico's Tacos & Burritos,"Casual, family-owned Mexican restaurant offering a variety of burritos, plus tacos & other staples.",['Mexican restaurant'],$,"Perico's Tacos & Burritos, 2810 Coors Blvd NW, Albuquerque, NM 87120"
0x87220d2fcf0b1999:0x61a22eb37d6c1367,Ross Dress for Less,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.","['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]",$,"Ross Dress for Less, 4201 Central Ave NW, Albuquerque, NM 87105"
